Tên	Diện tích	Mặt tiền	Mức giá	Hướng nhà	Số phòng ngủ	Số toilet	Nội thất	Pháp lý	lat	lon	Địa chỉ	Quận	Thành phố
BÁN NHÀ ĐẸP TRUNG TÂM 2 MẶT THOÁNG ÔTÔ TRÁNH ĐỖ GẦN	39 m²		3,59 tỷ		4 phòng	4 phòng	Nội thất đầy đủ	Đã có sổ	20.996494	105.86235	Phố Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Bán gấp mảnh đất	75 m²	7 m	2,2 tỷ	Đông Nam				Đã có sổ	20.966543	105.48297	01, Nhòn, Xã Tiến Xuân, Huyện Thạch Thất, Hà Nội	Thạch Thất	Hà Nội
Đổi nhà mới nên bán nhà 30m2 X 4,5T ở Đại Mỗ Gần Vinsmart Giá 3tỷ	30 m²		3 tỷ		2 phòng				21.00805	105.75376	Đại lộ Thăng Long, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
NHÀ NGÔ THÌ SỸ HÀ ĐÔNG, 62M, 5T, MT4,2M, GIÁ 7,9 TỶ	62 m²	4.2 m	7,9 tỷ		9 phòng			Đã có sổ	20.980148	105.77831	ĐƯỜNG NGÔ THÌ SỸ, Phường Vạn Phúc, Quận Hà Đông, Hà Nội	Hà Đông	Hà Nội
Do gia đình đổi loại hình ở	60 m²		1,6 tỷ	Đông Bắc	2 phòng	1 phòng			20.99715	105.82169	Số 6 ngõ 122, Vương Thừa Vũ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
NHÀ ĐẸP Ở NGAY – Ô TÔ 7 CHỖ ĐỖ CỬA - AN SINH TỐT  - Ở SƯỚNG	40 m²		3,5 tỷ		4 phòng		Nội thất cao cấp	Đã có sổ	20.985003	105.833565	Phố Trần LÂN, Phường Định Công, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
có 1-0-2 căn mặt ngõ Đê La Thành ,gần ngã 3 Đê Lê Thành-diện tích 41m	41 m²		4,3 tỷ		4 phòng			Đã có sổ	21.022802	105.82223	Đê La Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
CÓ căn studio TO 32m, giá rẻ siêu việt 1.350 full đồ đẹp, vin smart	32 m²		1,35 tỷ		1 phòng	1 phòng	Nội thất đầy đủ	Đã có sổ	21.01006	105.7404	Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà đẹp phố Khương Trung, sát Hồ, 10m OTO, 40m, 4T, giá chỉ 4 tỷ hơn.	40 m²		4 tỷ		4 phòng	3 phòng	Nội thất đầy đủ	Đã có sổ	20.988735	105.818756	Khương Trung, Phường Khương Đình, Quận Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Chỉ nhỉnh 11 tỷ, có ngay liền kề Văn Phú mặt đường 24m, xe công đỗ cửa	90 m²		11,49 tỷ		5 phòng	4 phòng		Đã có sổ	20.955591	105.765594	Đường Công viên Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội	Hà Đông	Hà Nội
Siêu Phẩm Bán Nhà Trần Quang Diệu Đống Đa 16,3 Tỷ 7 tầng	53 m²	4.5 m	16,3 tỷ		7 phòng	Nhiều hơn 6 phòng		Đã có sổ	21.014418	105.82362	Phố Trần Quang Diệu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
Chính chủ! Bán căn hộ TT Phương Mai, nhà đẹp, khu ở víp của cán bộ 65m	60 m²		1,85 tỷ		2 phòng			Đã có sổ	21.004213	105.84011	Phố Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
Bán nhà Mỗ Lao, phân lô 3 ô tô tránh, view công viên, 40m2, 8,6 tỷ	40 m²	4 m	8,6 tỷ		3 phòng	3 phòng	Nội thất cao cấp	Đã có sổ	20.980408	105.78185	Đường 18M, Phường Mộ Lao, Quận Hà Đông, Hà Nội	Hà Đông	Hà Nội
BÁN NHÀ 4.5 TẦNG 48M2 HẢI BỐI - ĐÔNG ANH, FULL NỘI THẤT, CHỈ HƠN 3 TỶ	48 m²		3,6 tỷ	Đông Nam	5 phòng	4 phòng		Đã có sổ	21.110811	105.799675	đường Cổ Điển, Xã Hải Bối, Huyện Đông Anh, Hà Nội	Đông Anh	Hà Nội
TRUNG TÂM THUỴ PHƯƠNG - NHÀ ĐẸP Ở NGAY - OTO VÀO - GẦN PHỐ	60 m²		5 tỷ		4 phòng		Nội thất đầy đủ	Đã có sổ	21.071556	105.771904	Thuỵ Phương, Phường Thụy Phương, Quận Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
🆙️ CHỈ HƠN 2 TỶ Nhà mới 4 tầng trung tâm Long Biên	30 m²		2,55 tỷ	Đông Nam	3 phòng	3 phòng		Đã có sổ	21.04387	105.92843	Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội	Long Biên	Hà Nội
HIẾM! BÁN NHÀ TRƯỜNG CHINH 60MX4 TẦNG Ô TÔ, KINH DOANH GIÁ ĐẦU TƯ	60 m²	5.5 m	12,5 tỷ		4 phòng		Nhà trống	Đã có sổ	21.003044	105.82829	Trường Chinh, Phường Khương Thượng, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
Bán đất vuông vắn gần UBND phường phúc diễn	40 m²	5 m	2,2 tỷ	Đông Bắc					21.043156	105.75765	Đường Cầu Diễn, Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Tập thể Thọ Lão, lô góc, oto sổ đỏ 38/80m2 nhỉnh 2.35 tỷ	38 m²		2,35 tỷ		2 phòng			Đã có sổ	21.000814	105.85178	Thọ Lão, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
CẤP CỨU! Mặt PHỐ Thuỵ Phương lô góc, kinh doanh, 50mx4t, 5.9tỷ	50 m²		5,9 tỷ		4 phòng	3 phòng	Nội thất đầy đủ	Đã có sổ	21.071556	105.771904	Thuỵ Phương, Phường Thụy Phương, Quận Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Bán đất Tây Mỗ-Nam Từ Liêm-52m-ô tô vào đất-Kinh doanh-Nở hậu-4.x tỷ	52 m²		4,45 tỷ					Đã có sổ	21.011251	105.742226	undefined, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
MP hoàng mai 6.5ti	40 m²		6,5 tỷ	Đông	5 phòng	3 phòng	Nhà trống	Đã có sổ	20.98995	105.8542	218b, Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Dt40m mt4.2m hiện trạng nhà cấp 4 ngõ thông ô tô tránh view công viên	40 m²	4.2 m	2,3 tỷ					Đã có sổ	20.985228	105.9318	Đa Tốn, Xã Đa Tốn, Huyện Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
Bán Đất Đại Độ, Võng La,Đông Anh,Giá Rẻ T11	70 m²	5 m	2,65 tỷ					Đã có sổ	21.110615	105.778244	Đại Độ, Xã Võng La, Huyện Đông Anh, Hà Nội	Đông Anh	Hà Nội
cực hót Chung Cư Nguyễn Tuân dt 123m,3pn 2vs tầng cao	123 m²		6 tỷ		3 phòng	2 phòng	Nội thất cao cấp	Đã có sổ	20.995922	105.80408	Nguyễn Tuân, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Bán nhà phân Lô Liền Kề phố Định Công quận Hoàng Mai. Khu phân lô vip	110 m²	6.8 m	24,5 tỷ		4 phòng	4 phòng		Đã có sổ	20.983137	105.83196	Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Bán 3 lô đất liền kề tổng 446m2 Phố Yên, Tiền Phong, Mê Linh, Hà Nội	446 m²		31,22 tỷ						21.160532	105.76446	phố Yên, Xã Tiền Phong, Huyện Mê Linh, Hà Nội	Mê Linh	Hà Nội
BÙI XƯƠNG TRẠCH, 32M2,5 TẦNG,4.8M ,NỞ HẬU, FULLl NỘI THẤT, NHỈNH 3 TỶ	32 m²		3 tỷ		3 phòng	3 phòng	Nội thất cao cấp	Đã có sổ	20.988735	105.818756	bùi xương trach, Phường Khương Đình, Quận Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Bán Nhà Mặt Phố Bạch Mai mặt tiền 9,3m 192m2 53Tỷ nở hậu Hai Bà Trưng	192 m²		53 tỷ		8 phòng	Nhiều hơn 6 phòng	Nội thất đầy đủ	Đã có sổ	20.999498	105.850395	Phố Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Bán gấp nhà đẹp,ô tô, Phố Hoàng Hoa Thám 55m2 - 4 tầng chỉ 5.78 tỷ	55 m²		5,78 tỷ		4 phòng	5 phòng	Nội thất cao cấp	Đã có sổ	21.042078	105.81955	Đường Hoàng Hoa Thám, Phường Liễu Giai, Quận Ba Đình, Hà Nội	Ba Đình	Hà Nội
BÁN MẢNH ĐẤT VÀNG 68M – PHƯƠNG TRẠCH – VĨNH NGỌC – ĐÔNG ANH	68 m²	5 m	10,9 tỷ	Đông Nam				Đã có sổ	21.119663	105.81535	Võ Nguyên Giáp, Xã Vĩnh Ngọc, Huyện Đông Anh, Hà Nội	Đông Anh	Hà Nội
Bán nhà 5 tầng mới tinh KĐT Việt Hưng, Ô tô vào nhà, chỉ hơn 3 tỷ	33 m²	4.3 m	3,95 tỷ		3 phòng				21.054153	105.90296	Phố Việt Hưng, Phường Việt Hưng, Quận Long Biên, Hà Nội	Long Biên	Hà Nội
Bán nhà phố Đại An Văn Quán 40m2 Kinh Doanh cực đỉnh chỉ 8.x tỷ LHCC	40 m²		8,2 tỷ		3 phòng		Nội thất đầy đủ	Đã có sổ	20.980042	105.79063	Phố Đại An, Phường Văn Quán, Quận Hà Đông, Hà Nội	Hà Đông	Hà Nội
Tôi chính chủ cần bán nhà phố Lê Đức Thọ-Nam Từ Liêm.Dt33m giá 3.85 tỉ	33 m²		3,85 tỷ		3 phòng	4 phòng	Nội thất cao cấp	Đã có sổ	21.023836	105.766556	Đường Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Sẵn 1 tỷ_Có ngay căn hộ HH Linh Đàm, Full NT, view đẹp 68m2*2PN*2Wc	68 m²		1 tỷ		2 phòng	2 phòng	Nội thất đầy đủ		20.967272	105.83225	CHUNG CƯ HH, Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
NHÀ LẠC LONG QUÂN THÔNG VÕ CHÍ CÔNG,TÂY HỒ, 45M2 CHỦ THIỆN CHÍ HƠN 5TỶ	40 m²		5,5 tỷ	Đông Bắc	4 phòng	3 phòng		Đã có sổ	21.043877	105.80261	Lạc Long Quân, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Bán đất nhà xưởng, KCN Quất Động Hà Nội DT 2500m2 đất, có xưởng	2500 m²		28,5 tỷ						20.87157	105.86279	Quốc lộ 1A, Thị trấn Thường Tín, Huyện Thường Tín, Hà Nội	Thường Tín	Hà Nội
Bán phố Trần Hưng Đạo, Hoàn Kiếm 325m2, mt14m lô góc 3 mặt tiền	325 m²	24 m	178 tỷ		nhiều hơn 10 phòng		Nhà trống	Đã có sổ	21.019577	105.84781	Quang Trung, Phường Trần Hưng Đạo, Quận Hoàn Kiếm, Hà Nội	Hoàn Kiếm	Hà Nội
Cần bán căn hộ tập thể Nghĩa Tân, Cầu Giấy, 2ngủ, 55m2	55 m²		1,8 tỷ		2 phòng	2 phòng		Đã có sổ	21.04504	105.79218	Nghĩa tân, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
TT BẮC THÀNH CÔNG, TẦNG 2, CĂN GÓC, VÀI BƯỚC CHÂN XUỐNG ĐƯỜNG LỚN	83 m²		2,45 tỷ	Đông Nam	3 phòng	2 phòng			21.02089	105.81582	Chung cư, Khu tập thể thành công, Phường Thành Công, Quận Ba Đình, Hà Nội	Ba Đình	Hà Nội
CHÍNH CHỦ BÁN CHUNG CƯ M22 LÊ DUẨN, ĐẠI CỒ VIỆT, BÁCH KHOA, Ở NGAY	48 m²		600 triệu	Đông	2 phòng	1 phòng			21.012306	105.84518	đại cồ việt, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
750 có ngay lô 54m2-ngõ 3m-sát đất Thị trấn Chúc Sơn-chung cư Lộc Ninh	54 m²		750 triệu					Đã có sổ	20.924658	105.71458	Quốc Lộ 6, Thị trấn Chúc Sơn, Huyện Chương Mỹ, Hà Nội	Chương Mỹ	Hà Nội
Bán nhà gần ngõ 190 Lò Đúc Full nội thất 33m2 x 4T, MT4, nhỉnh 4.2 tỷ	33 m²		4,2 tỷ		3 phòng	3 phòng		Đã có sổ	21.011024	105.85966	Phố Lò Đúc, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
VIP ! HOÀNG QUỐC VIỆT CẦU GIẤY 9T THÔNG SÀN PL VỈ HÈ Ô TÔ >24 TỶ 75M .	75.5 m²		20 tỷ		8 phòng	Nhiều hơn 6 phòng	Nội thất cao cấp	Đã có sổ	21.046526	105.79566	hoàng quốc việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
15M RA PHỐ  -  GẦN TRƯỜNG CHU VĂN AN CÁC CẤP- 36m2x4T, MT 3.5m - 5.9T	36 m²	3.5 m	5,9 tỷ		4 phòng	3 phòng		Đã có sổ	21.042912	105.822235	Ngõ gần 69 Thụy Khuê, Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
Bán nhà đẹp Hàng Cháo, ô tô gần, phố cổ, 15m2x5T chỉ nhỉnh 2 tỷ	15 m²		2,55 tỷ		2 phòng	3 phòng	Nội thất đầy đủ	Đã có sổ	21.03028	105.83381	Ngõ Hàng Cháo, Phường Cát Linh, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
LÁNG HẠ: LÔ GÓC, NHÀ MỚI. 40M X 5 tầng. Mt4.5m. Ngõ thông. Giá 6tỷ 9	40 m²		6,9 tỷ		3 phòng	4 phòng	Nội thất cao cấp	Đã có sổ	21.010149	105.81202	Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
Bán nhà ngõ 59 Hoàng Cầu - Phân lô ô tô - Lô góc mặt tiền - Ngõ thông	45 m²		8,5 tỷ		4 phòng	3 phòng		Đã có sổ	21.016464	105.822266	Phố Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
Bán nhà Quang Tiến-Đại Mỗ-Nam Từ Liêm-4 tầng-Dân xây-32m-gần ô tô-3 tỷ	31 m²		3 tỷ		2 phòng	3 phòng	Nội thất đầy đủ	Đã có sổ	21.003471	105.75857	Đường Quang Tiến, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
bán đất thổ cư S50m mt 4m25 lô goc ngô gia tự việt hưng	50 m²	425 m	4,8 tỷ	Tây Bắc				Đã có sổ	21.058416	105.89463	Phố Hoa Lâm, Phường Việt Hưng, Quận Long Biên, Hà Nội	Long Biên	Hà Nội
Chính chủ Bán nhà mặt ngõ 190 Nguyễn Trãi cạnh Royal City, 50m2 MT 4m	50 m²		7 tỷ	Tây Nam	3 phòng	2 phòng		Đã có sổ	21.004614	105.80408	190 Nguyễn Trãi, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Bán toà văn phòng 9 tầng mặt phố cầu giấy	400 m²		320 tỷ		nhiều hơn 10 phòng				21.034706	105.79234	Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
tôi cần bán nhà Nguyễn Trãi Thanh Xuân, 45m2 x 5 tầng, 6 ngủ	45 m²		3,75 tỷ		6 phòng	4 phòng	Nội thất đầy đủ	Đã có sổ	21.004614	105.80408	Nguyễn Trãi, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà đẹp, Lô góc 2 thoáng Hoàng Cầu, Đống Đa 45m2*4T	45 m²		6,9 tỷ		4 phòng	4 phòng	Nội thất đầy đủ	Đã có sổ	21.016464	105.822266	Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
cân bán nha lien kề tân tây đô	91.5 m²		7 tỷ	Tây Bắc	6 phòng	3 phòng		Đã có sổ	21.08767	105.71692	Quốc lộ 32, Xã Tân Lập, Huyện Đan Phượng, Hà Nội	Đan Phượng	Hà Nội
Chính chủ cần bán gấp 430m2 đất Ngọc Thụy, Long Biên.	430 m²		17 tỷ					Đã có sổ	21.046007	105.865326	Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội	Long Biên	Hà Nội
Bán nhà Trung Phụng, gần phố, ngõ nông, 3 ngủ full nội thất chỉ 2,55ty	22 m²		2,55 tỷ		3 phòng	3 phòng	Nội thất cao cấp	Đã có sổ	21.016102	105.83555	Phố Trung Phụng, Phường Trung Phụng, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
Tôi có căn căn Studio muốn bán gấp	32 m²		1,45 tỷ		1 phòng	1 phòng	Nội thất cao cấp		21.01006	105.7404	Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Đất Cầu Giấy - Dt 90m - mt 6.8m - mặt ngõ ô tô - sổ đẹp - Giá 9.9 tỷ	92 m²		10 tỷ					Đã có sổ	21.034706	105.79234	Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
ĐỐNG ĐA NGÕ THÔNG XE BA GÁC ĐÁNH VÕNG	18 m²		1,99 tỷ		3 phòng	3 phòng		Đã có sổ	21.021208	105.83233	Tôn Dưc Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
Kinh Doanh Cực đỉnh Phố Vũ Tông Phan 218m, mặt tiền rộng 9m chỉ 50 Tỷ.	218 m²		50 tỷ	Đông Nam			Nhà trống		20.988735	105.818756	VŨ TÔNG PHAN, Phường Khương Đình, Quận Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
HÀNG ĐỘC !! TẬP THỂ LÊ THANH NGHỊ 2 THOÁNG 2 NGỦ TẦNG THẤP GIÁ 2.6 TỶ	80 m²		2,65 tỷ		2 phòng			Đã có sổ	21.003136	105.850945	Lê Thanh Nghị, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Nhà mới ở ngay mặt ngõ Hào Nam ,lô góc 37m 4T(có TL)	37 m²		5,5 tỷ		4 phòng			Đã có sổ	21.02907	105.827515	Hào Nam, Phường Cát Linh, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
+Chính chủ Bán Nhà Thạch Bàn -Dt  58M 5 tầng 1 tum MT 4m-Giá 6,69 tỷ	58 m²	4 m	6,69 tỷ		5 phòng			Đã có sổ	21.025959	105.909584	Đường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội	Long Biên	Hà Nội
BÁN NHÀ NGÕ 67 Gốc Đề 27M2/ 4T NHỈNH 3 TỶ	27 m²		3,06 tỷ		2 phòng	2 phòng		Đã có sổ	20.994753	105.856285	Ngõ Gốc Đề, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
BÁN GẤP ! 50m*7T chỉ 10.9 tỷ, nội thất xịn, 2 thoáng HOÀNG VĂN THÁI .	50 m²		10,9 tỷ		5 phòng	5 phòng	Nội thất cao cấp	Đã có sổ	20.996315	105.8305	Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
BÁN NHÀ PHỐ LƯƠNG KHÁNH THIỆN 56M X 5 TẦNG , NGÕ THÔNG ÔTÔ TRÁNH	56 m²		8,5 tỷ		4 phòng	4 phòng	Nội thất cao cấp	Đã có sổ	20.984837	105.859856	Lương Khánh Thiện, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Bán nhà Phố Thịnh Liệt quận Hoàng Mai.Ngõ ô tô đỗ cửa 10M ra phố	35 m²		4,5 tỷ		4 phòng	4 phòng		Đã có sổ	20.971184	105.847496	Ngách 42/94 Thįnh Liệt, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Bán nhà Tả Thanh Oai, gần Linh Đàm, Hà Đông 48m2 1,8 tỷ	48 m²		1,8 tỷ		4 phòng				20.933203	105.80848	Đường Tả Thanh Oai, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội	Thanh Trì	Hà Nội
Ulatroi! Bán gấp nhà khu Lĩnh Nam, 3,8x tỷ, 42m mặt tiền 5.1m cực rộng	42 m²		3,85 tỷ	Tây Nam	3 phòng	4 phòng		Đã có sổ	20.983126	105.87643	Đường Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Bán nhà mặt phố Quan Nhân, 38m2, 5T, Gara Ô tô, KD sầm uất	38 m²		7,99 tỷ		5 phòng	4 phòng	Nhà trống	Đã có sổ	21.004614	105.80408	Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Cần bán GẤP căn hộ 100,95m2 Chung cư tầng 22 Smile Building	100.95 m²		4,3 tỷ		3 phòng	2 phòng		Đã có sổ	20.98009	105.81885	Đại Kim, Phường Đại Kim, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
NhàTrần Binh, Q.Cầu Giấy,35m*4T*nhỉnh 4 tỷ,nhà dân,2 mặt ngõ,lô góc	35 m²	4 m	4,2 tỷ		4 phòng	4 phòng			21.039566	105.77407	Trần Bình, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Bán nhà Thái Hà 65m2 oto vào nhà vị trí đẹp mặt tiền rộng 15.5 tỷ	65 m²		5,5 tỷ		4 phòng	4 phòng	Nội thất đầy đủ	Đã có sổ	21.015102	105.81706	Phố Thái Hà, Phường Láng Hạ, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
Bán đẹp ở ngay tại Phú Mỹ 45m 5T lô góc ô tô đỗ cửa, kinh doanh	45 m²	4 m	5 tỷ		4 phòng			Đã có sổ	21.029537	105.77211	Đường Phú Mỹ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Đừng bỏ lỡ cơ hội sở hữu căn 2N 1VS BC đông nam giá chỉ 1.6 tỷ	59 m²		1,6 tỷ		2 phòng	1 phòng	Nhà trống	Đã có sổ	21.02097	105.93817	Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
TIN CHUẨN! Nhà 5 tầng,52.5m2, giá 3.x tỷ,gần Big C Long Biên,MT 4.5m	52.5 m²		3 tỷ		4 phòng	4 phòng	Nhà trống	Đã có sổ	21.052362	105.87782	Phố Gia Quất, Phường Thượng Thanh, Quận Long Biên, Hà Nội	Long Biên	Hà Nội
BÁN CĂN GÓC TẦNG 7-TÒA B10A KĐT NAM TRUNG YÊN	50 m²		2,3 tỷ		2 phòng				21.010153	105.798836	NGUYỄN QUỐC TRỊ, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà 4 tầng ngay sau UBND Phú Lương có chỗ gửi ô tô	33 m²		2,3 tỷ	Đông Nam	3 phòng	3 phòng		Đã có sổ	20.93708	105.767395	Trinh Lương, Phường Phú Lương, Quận Hà Đông, Hà Nội	Hà Đông	Hà Nội
💥💥💥 2 tỷ 450tr NHẬP KHẨU THỊ TRẤN ĐÔNG ANH - ĐƯỜNG 7m VỈA HÈ -GARA OTO	34 m²		2,45 tỷ	Bắc	3 phòng	3 phòng		Đã có sổ	21.161114	105.84958	Đường uy nỗ, Thị trấn Đông Anh, Huyện Đông Anh, Hà Nội	Đông Anh	Hà Nội
BÁN LỖ_CHUNG CƯ H2 CHÙA BỘC_THÁI HÀ_ĐỐNG ĐA 1-2-3P NGỦ 32- 62m2_ở ngay	52 m²		645 triệu		2 phòng	1 phòng	Nội thất cao cấp	Đã có sổ	21.006943	105.82954	Phố Chùa Bộc, Phường Trung Liệt, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
Chính chủ bán căn hộ 1N+1 diện tích 47m2 chỉ 1,3 tỷ tại Vinhomes OCP 1	47 m²		1,3 tỷ		1 phòng	1 phòng	Nhà trống	Đã có sổ	21.02097	105.93817	Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
BÁN NHÀ LÊ TRỌNG TẤN - THANH XUÂN - 52m, 5T, MT 4,8, 8,3 Tỷ..Phân Lô	52 m²		8,45 tỷ	Tây Bắc	5 phòng	5 phòng		Đã có sổ	20.995922	105.80408	Tô Vĩnh Diện, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà Lê Lai- Hà Cầu, 53m2, nhà phân lô liền kề, giá hạt rẻ 5,3 tỷ	53 m²	53 m	5,3 tỷ					Đã có sổ	20.964157	105.77574	Lê Lai, Phường Hà Cầu, Quận Hà Đông, Hà Nội	Hà Đông	Hà Nội
🌞SỐC,9,5 TỶ,NGUYỄN ĐỔNG CHI-NHÀ ĐẸP Ở LUÔN-GẦN PHỐ-2 MẶT NGÕ-NGÕ OTO🌞	41 m²		9,5 tỷ		6 phòng		Nội thất cao cấp	Đã có sổ	21.038916	105.764565	Phố Nguyễn Đổng Chi, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Chính chủ bán 80m2 tđc Đa Tốn Gia Lâm ngay sát Vinhomes	80 m²	5 m	5,2 tỷ	Đông Bắc				Đã có sổ	20.985228	105.9318	Đa tốn, Xã Đa Tốn, Huyện Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
Bán Nhanh căn Studio 31m2 full đồ giá chỉ 980tr tại Vin Ocean Park	31 m²		980 triệu		1 phòng	1 phòng		Đã có sổ	21.02097	105.93817	Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
Chỉ nhỉnh 2 tỷ có chung cư Xuân Mai - Tô Hiệu 2pn đủ đồ.	74 m²		2,2 tỷ		2 phòng	2 phòng	Nội thất đầy đủ	Đã có sổ	20.95997	105.77707	Tô Hiệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội	Hà Đông	Hà Nội
BÁN CĂN HỘ DUPLEX CAO CẤP CÓ 1 0 2 – CC CAO CẤP HÀ ĐÔ – KĐTM DỊCH VỌNG	300 m²		14,3 tỷ	Đông Nam	5 phòng	5 phòng			21.034706	105.79234	Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
