Tên	Diện tích	Mặt tiền	Mức giá	Hướng nhà	Số phòng ngủ	Số toilet	Nội thất	Pháp lý	lat	lon	Địa chỉ	Quận	Thành phố
Bán nhà Mặt phố Dương Văn Bé nhà Dân tự xây dựng Kinh doanh vỉa hè 4M	50	0	16.8	0000	4	5	Nội thất cao cấp	2	20.99671	105.8739	Phố Dương Văn Bé, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Đất hiếm Ven ĐT Sinh Thái view hồ giáp sông giá chỉ 747 tr/ lô 90m2	90	0	0.75	0000	0	0		-1	21.148283	105.55623	82, Xã Cẩm Đình, Huyện Phúc Thọ, Hà Nội	Phúc Thọ	Hà Nội
Nhà 41m2*6T mặt hồ vườn Hoa Đền Lừ, MT4,8m. vỉa hè, đường 20m	41	0	15.5	0000	6	6	Nội thất cao cấp	2	20.983686	105.85345	87, Phố Tân Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Nhỉnh 6 tỷ có nhà Phân Lô, ga ra ô tô, Kiến Hưng, Hà Đông, DT 52m2.	52	0	6.9	0000	4	0		2	20.951101	105.78507	undefined, Phường Kiến Hưng, Quận Hà Đông, Hà Nội	Hà Đông	Hà Nội
Vạn Phúc  Tố Hữu, Ô tô 7 chỗ đỗ cửa, 5 tầng 64m2, nhỉnh 7 tỷ	64	5	7.69	0000	6	5		2	20.978796	105.77331	Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội	Hà Đông	Hà Nội
Tìm chủ mới cho căn hộ 3 ngủ toà S dự án Goldmark city	129	0	5.65	0110	3	2		-1	21.04444	105.75362	136, Hồ Tùng Mậu, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Bán Nhà Phúc Đồng 2.35tỷ 38m. giá bán còn TL , full nội thất, ở sướng	38	5	2.35	0110	0	0		2	21.043081	105.89652	Đường Nguyễn Văn Linh, Phường Phúc Đồng, Quận Long Biên, Hà Nội	Long Biên	Hà Nội
Chỉ 3.85Tỷ Có Nhà Đẹp 30m2 x 5 Tầng, MT 4m Phú Mỹ, Mỹ Đình, ÔTô Đỗ Cửa	30	0	3.85	0000	3	3	Nội thất cao cấp	2	21.023216	105.75552	Phú Mỹ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
BÁN BIỆT THỰ SÂN VƯỜN 2.5 TẦNG PHỐ VÂN NỘI - ĐÔNG ANH, 250m2, 13 tỷ	202	0	13.0	0110	5	4	Nội thất cao cấp	-1	21.131775	105.778076	đường 23B, Xã Vân Nội, Huyện Đông Anh, Hà Nội	Đông Anh	Hà Nội
2,7 tỷ MẶT ĐƯỜNG NHỰA LIÊN XÃ -KINH DOANH ĐỈNH TẠI THƯỜNG TÍN HN	95	4	2.7	0000	0	0		2	20.8099	105.854126	nghiêm xá, Xã Nghiêm Xuyên, Huyện Thường Tín, Hà Nội	Thường Tín	Hà Nội
BÁN TOÀ CCMN NGÕ 165 CẦU GIẤY - 10 PHÒNG KHÉP KÍN -DÒNG TIỀN 800TR/NĂM	50	0	9.85	0000	10	0		2	21.034706	105.79234	Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
ĐẤT RẺ TẠI HOÀ LẠC , SAU UỶ BAN XÃ , NẰM Ở KHU TRUNG TÂM HÀNH CHÍNH	160	0	1.92	0000	0	0		2	21.038618	105.54729	Đường tỉnh 420, Xã Bình Yên, Huyện Thạch Thất, Hà Nội	Thạch Thất	Hà Nội
Tin đăng thật! Bán nhà gần Nguyễn Khánh Toàn, sát phố, gần Oto	43	4	4.65	0000	6	0		-1	21.03677	105.80115	Nguyễn Văn Huyên, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
2,5 tỷ full nội thất 30m Định Công Hạ, ngõ 3 gác sáng thoáng	30	0	2.5	0000	2	0		-1	20.983137	105.83196	Định công hạ, Phường Định Công, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Căn hộ duplex	200	0	13.0	1001	4	3		-1	21.000605	105.81582	Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Bán nhà Vĩnh Phúc-54M2-MT 5.1m-Giá 5.2 Tỷ-Dân xây-Ngõ Thoáng	54	0	5.2	0000	4	4		-1	21.044981	105.81073	Phố Vĩnh Phúc, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội	Ba Đình	Hà Nội
7 TẦNG THANG MÁY_Ô TÔ_KDOANH ĐỈNH_NGÕ 282 KIM GIANG_GẦN TRƯỜNG ĐẠI KIM	51	0	9.6	0000	6	6	Nội thất cao cấp	2	20.975527	105.81654	Ngõ 282 Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Bán nhà Thanh Xuân	68	0	2.65	0000	3	3	Nội thất cao cấp	2	20.99358	105.79821	Thanh Xuân, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
BÁN NHÀ PHỐ KIM NGƯU - DÂN XÂY - NHÀ MỚI ĐẸP- FULL NỘI THẤT - SĐCC - Ở	35	0	3.8	0000	4	4	Nội thất đầy đủ	2	21.005371	105.86146	Phố Kim Ngưu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
BÁN NHÀ SÀI ĐỒNG 65M 6 TẦNG GARA THANG MÁY ĐƯỜNG RỘNG 6M 8 TỶ	65	0	8.0	0000	4	5	Nội thất đầy đủ	2	21.032879	105.90923	Phố Sài Đồng, Phường Sài Đồng, Quận Long Biên, Hà Nội	Long Biên	Hà Nội
Chính chủ cần bán căn hộ 2PN 1VS 60m2 chỉ 1 tỷ 580 triệu tại Vinhomes	60	0	1.6	0000	2	1	Nhà trống	2	21.02097	105.93817	Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
Bán gấp! Giảm chào 300tr chỉ còn 5.48 tỷ có ngay nhà Thái Hà 41m2*5T	41	0	5.48	0000	5	4		2	21.014538	105.819435	Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
Siêu hiếm, Nhà mới cứng 5tg, Gara oto.Ngay đầu Phố Trạm .Giá hữu nghị	52	0	5.5	0000	5	0		2	21.026342	105.89322	Phố Trạm, Phường Long Biên, Quận Long Biên, Hà Nội	Long Biên	Hà Nội
Chủ nhà Chị Linh, Cần bán gấp căn 2 ngủ, S4 Tầng Trung Đẹp, 2.X Tỷ	62	0	2.85	0000	2	2		2	21.01006	105.7404	Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà đẹp Nguyễn Thị Định - Dt 48m - Mt 4.2m - Ngõ nông gần phố - 6.5 tỷ	48	0	6.5	0000	5	0	Nội thất đầy đủ	2	21.010153	105.798836	Nguyễn Thị Định, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
NHÀ ĐẸP VĂN HỘI - ĐỨC THẮNG, 20M THẲNG TẮP RA ĐƯỜNG OTO TRÁNH	65	0	4.0	0000	4	0	Nội thất đầy đủ	2	21.07985	105.774734	Văn Hội, Phường Đức Thắng, Quận Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
căn hộ	87	0	4.35	1000	3	2		-1	21.076473	105.81169	Đường Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
ĐẠI MỖ - Ở LUÔN-Ô TÔ TRÁNH CÁCH 20 MÉT-NGÕ THOÁNG ĐEP-YÊN TĨNH-Ở SƯỚNG	33	0	3.65	1000	2	3		2	21.00805	105.75376	Đại mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Bán đất 2 mặt ngõ mặt tiền 7m Hoa Thám giáp La Cả, Dương Nội	42	7	1.9	0100	0	0		2	20.97404	105.74758	0912533345 La Phù, Đường Ỷ La, Phường Dương Nội, Quận Hà Đông, Hà Nội	Hà Đông	Hà Nội
HIẾM!BÁN LÔ GÓC KHU LINH LANG,ĐÀO TẤN,VÀI BƯỚC RA PHỐ 66M,NHỈNH 7TỶ	66	0	7.3	0000	4	4		-1	21.03094	105.8149	Phố Đào Tấn, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội	Ba Đình	Hà Nội
BÁN GẤP CHUNG CƯ E3 GIẢI PHÓNG_PHỐ VỌNG_HOÀNG MAI_NỘi THẤT ĐẦY ĐỦ	58	0	0.69	0000	2	2	Nội thất đầy đủ	2	20.97891	105.84105	Đường Giải Phóng, Phường Tương Mai, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Chung cư Endless Skyline Westlake. HTLS 0%/12 tháng, CK 7% view Hồ tây	77	0	6.29	1001	2	2		-1	21.081215	105.81437	18, Đường Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
NHÀ HUYỀN KỲ PHỐ XỐM HÀ ĐÔNG, 31M, 3 T, MT3,2M, GIÁ 2,45 TỶ	31	3	2.45	0000	3	0		2	20.943756	105.75675	PHỐ XỐM, Phường Phú Lãm, Quận Hà Đông, Hà Nội	Hà Đông	Hà Nội
HIẾM - LÕI ĐỐNG ĐA - KIẾM ĐÂU RA -  MẶT NGÕ THÔNG THOÁNG - NHÀ ĐẸP - 5	39	0	4.45	0000	3	4		2	21.0281	105.81243	Đê La Thành Nhỏ, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
Bán Căn Hộ Chung Cư Đại Thanh, 60m2, giá: 1.5 tỷ, lô góc, đã có sổ	60	0	1.5	0000	2	2		-1	20.95817	105.80593	Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Thanh Trì, Hà Nội, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội	Thanh Trì	Hà Nội
Nhà mới VÂN CANH 40m XÂY ĐƠN LẬP GẦN CÁC ĐƯỜNG LỚN	40	0	4.0	0000	3	0	Nội thất cao cấp	2	21.034296	105.74465	Đường Phương Canh, Xã Vân Canh, Huyện Hoài Đức, Hà Nội	Hoài Đức	Hà Nội
chính chủ bán 50m2 ODT đất Thạch Cầu, Long Biên	50	4	1.1	0110	0	0		0	21.12013	105.64152	Thạch cầu, Phường Long Biên, Quận Long Biên, Hà Nội	Long Biên	Hà Nội
BÁN NHÀ PHÂN LÔ PHẠM TUẤN TÀI, CẦU GIẤY 94m2x4 tầng Lô góc	94	0	36.0	0000	0	0		2	21.043877	105.80261	Phạm Tuấn Tài, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
TẬP THỂ ĐẸP THÁI THỊNH TẦNG 1 - 50M - GIÁ NHỈNH 2 TỶ	50	0	2.3	0000	1	1	Nội thất đầy đủ	2	21.011934	105.81725	Phố Thái Thịnh, Phường Thịnh Quang, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
Mới - Bán Chung cư V1 Thái Thịnh - Tây Sơn , Full Nội Thất, Ở Ngay	36	0	0.59	0001	2	1		-1	21.010845	105.822426	thái thịnh, Phường Trung Liệt, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
CHÍNH CHỦ BÁN GẤP TRONG THÁNG ĐẤT PHÂN LÔ NGÕ BÁT KHỐI	92	5	6.8	0011	0	0		2	21.018677	105.88481	Ngõ 11 Bát Khối, Phường Long Biên, Quận Long Biên, Hà Nội	Long Biên	Hà Nội
Bán nhà Đẹp 3PN sẵn ở ngay Trần Cung Gần CV Hoà Bình Nhỉnh 3 tỷ	32	4	3.0	0000	3	4		-1	21.055117	105.78603	Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Nhà phố Thanh Bình, Mộ lao, P Lô, Ô tô tránh, KD đỉnh, 55m2, nhỉnh 8tỷ	55	0	8.4	0000	5	0		2	20.983376	105.78353	Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội	Hà Đông	Hà Nội
NGUYỄN A.NINH. TRƯƠNG ĐỊNH. PHÂN LÔ. CẠNH PHỐ.	52	0	13.5	0000	10	0	Nội thất cao cấp	2	20.984837	105.859856	Trương Định, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
CHÍNH CHỦ BÁN  GẤP 1N+1 GIÁ 1.300 TR ( FULL ĐỒ  ) VIEW THOÁNG TẠI VHOP	47	0	1.3	0000	1	1		2	21.02097	105.93817	Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
Bán Nhà Nguyễn Xiển-Thanh Xuân 84mx7 tầng-thang máy-2 ô tô tránh.	84	0	13.9	0000	10	0	Nội thất đầy đủ	2	20.99358	105.79821	Nguyễn Xiển, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Bán nhà Chính Chủ 13 phố Thiền Quang - Quận Hai Bà Trưng -Hà Nội	60	0	5.2	0000	3	3		2	21.018414	105.84582	13, Thiền Quang, Phường Nguyễn Du, Quận Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
BÁN NHÀ NGỌC LÂM LÔ GÓC MẶT TIỀN RỘNG THÔNG SỐ ĐẸP - VÀI BƯỚC Ô TÔ	60	0	5.8	0000	4	0		-1	21.045544	105.87189	Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội	Long Biên	Hà Nội
CẦN BÁN NHÀ ĐỘI CẤN, BA ĐÌNH TRUNG TÂM HÀ NỘI, FULL NỘI THẤT	35	0	4.6	0000	3	0		2	21.037897	105.806816	Cầu Đội Cấn, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội	Ba Đình	Hà Nội
Nhà đẹp,ngõ thông, Ô TÔ đỗ cổng, mặt tiền rộng, kinh doanh đỉn	35	0	3.98	0000	3	4	Nội thất đầy đủ	2	20.996456	105.86198	Phố Kim Ngưu, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Bán nhà 7 tầng Ngõ 559 phố Kim Ngưu doanh thu hiện tại 1tỷ/năm. gần P	70	5	11.8	0000	0	0		2	21.004648	105.86332	559 Kim Ngưu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Bán đất phố Quang Trung, Hà Đông, Hà Nội	65	5	4.79	0000	0	0		2	20.968102	105.772385	Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội	Hà Đông	Hà Nội
Bán nhà 3 tầng kinh doanh Phố Kim Mã Ba Đình giá 5,35 tỷ	37	0	5.35	0000	3	2		2	21.031036	105.81977	Phố Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội	Ba Đình	Hà Nội
5 TẦNG MỚI_VĨNH TUY_MINH KHAI_BÃI XE Ô TÔ GẦN NHÀ_3.85 TỶ	32	3	3.85	0000	3	0		2	20.998486	105.86866	Phố Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Chủ Nhà Nhờ Bán Nhanh Căn Hộ1PN/1WC Giá Bất Ngờ Chỉ 1tỷ300tr.Tại VHOCP	47	0	1.3	0000	1	1		-1	21.02097	105.93817	Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
BÁN NHÀ HÀO NAM NGÕ THÔNG VŨ THẠNH ĐÊ LA THÀNH - 6 TẦNG - MẶT NGÕ RỘNG	39	0	5.45	0000	5	4		-1	21.023176	105.82679	Phố Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
BIỆT THỰ CHÍNH CHỦ - KĐT PHÚ LƯƠNG	200	0	22.0	0001	5	4		2	20.94998	105.76996	Kiến Hưng, Phường Phú Lương, Quận Hà Đông, Hà Nội	Hà Đông	Hà Nội
Bán nhà Dân Xây ngõ 103 phố Giáp Bát quận Hoàng Mai. Ngõ nông gần phố	48	0	4.4	0000	3	3	Nội thất đầy đủ	2	20.985271	105.843605	Đường Giáp Bát, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Bán  nhanh nhà  đẹp phân lô, ô tô dừng đỗ. đường Nguyễn Xiển, Q Thanh	32	0	5.5	0000	4	3		2	20.986671	105.80995	Nguyễn Xiển, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Bán căn góc 3 phòng ngủ chung cư vinaconex tòa 18T1 46 lê văn lương	116	0	5.1	0110	3	3		-1	21.010153	105.798836	46, Lê Văn Lương, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Mặt ngõ kinh doanh, phố Tân Mai, 41m2 x 5 tầng,Ô tô đỗ cửa, Giá 5,2 tỷ	41	0	5.2	0000	3	4	Nội thất đầy đủ	2	20.98361	105.84684	Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
BÁN NHÀ XÂY MỚI PHỐ VƯƠNG THỪA VŨ,Ô TÔ,THANG MÁY 40M, 5 TẦNG, MT 5,5M	40	4	8.3	0110	4	4		-1	20.995922	105.80408	VƯƠNG THỪA VŨ, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Bán đất Tây Mỗ, 41M, ngõ rộng thoáng, ôtô đỗ gần giá 1.9 tỷ	41	4	1.92	0000	0	0		2	21.00302	105.75014	Đường Tây Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
LK KĐT Xa La, thang máy nhập, Kinh doanh bất chấp  55m2, 10 tỷ	55	0	10.0	0000	6	0		-1	20.964195	105.78935	Phố Xa La, Phường Phú La, Quận Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà đẹp NGỌC HỒI Thanh Trì, ô tô, KD, full tiện ích ở sướng, 37m2*4T	37	0	3.0	0000	4	3	Nội thất đầy đủ	2	20.918282	105.843704	NGỌC HỒI, Xã Ngọc Hồi, Huyện Thanh Trì, Hà Nội	Thanh Trì	Hà Nội
Thật 100% , Trường Chinh 35 m - nhỉnh 5 tỷ , 5 tầng đep long lanh,	35	4	5.0	0000	6	4		2	21.004723	105.82206	Trường Chinh, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
Có 102! Lô góc Xã Đàn, ngõ rộng, gần phố, xây mới, nội thất xịn 35M*5T	35	4	4.9	0000	3	0	Nội thất cao cấp	2	21.015865	105.83243	Phố Xã Đàn, Phường Nam Đồng, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
Phân lô Phùng Chí Kiên - Cầu Giấy - 60m2 x 3 Tầng - Lô góc - 11.2 tỷ	60	0	11.2	0000	2	3	Nội thất đầy đủ	2	21.043877	105.80261	Phùng Chí Kiên, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
CẦN BÁN GẤP LÔ ĐẤT 2095M2 GẦN NHÀ VĂN HÓA THÔN CHÓNG XÃ YÊN BÀI	2095	0	7.5	0000	0	0		2	21.06698	105.40095	liên xã, Xã Vân Hòa, Huyện Ba Vì, Hà Nội	Ba Vì	Hà Nội
BÁN NHÀ LINH ĐÀM, 7 CHỖ ĐỖ CỬA, DIỆN TÍCH RỘNG, Ở SƯỚNG NHỈNH 3 TỶ	45	0	3.7	0011	4	3	Nội thất cao cấp	-1	20.958126	105.82351	Bằng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
SIÊU PHẨM NHÀ KIM GIANG CHƯA ĐẾN 3 TỶ- Ô TÔ ĐỖ CỬA VÀO NHÀ	30	3	2.92	0000	3	3		2	20.967976	105.80848	Kim Giang, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội	Thanh Trì	Hà Nội
LĨNH NAM NHÀ CĂN GÓC 32M2 5 TẦNG Ô TÔ ĐỖ CỔNG, TIỆN ÍCH NGẬP TRÀN	32	0	3.3	0000	3	4		2	20.977001	105.89656	Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Chính chủ bán nhà đầu phố Lĩnh Nam sau Time City	45	4	6.3	0011	5	4		-1	20.98892	105.865944	13, Đường Lĩnh Nam, Phường Mai Động, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Chính chủ cần bán Căn 2 Ngủ 2 WC Full đồ Vinhomes Ocean Park Gia Lâm	67	0	2.1	0000	2	2		-1	21.02097	105.93817	Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
Bán nhà 5 tầng 36 m Thạch bàn,ô tô vào, full nội thất.trung tâm TB	36	0	3.2	1100	4	3		2	21.02155	105.914764	Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội	Long Biên	Hà Nội
Lê Quang Đạo 72m2x 6Tầng, MT 4.5m, MẶT PHỐ ÔTÔ  - KINHDOANH - THANGMÁY	72	0	16.0	0000	6	5	Nội thất cao cấp	2	21.012556	105.770676	Đường Lê Quang Đạo, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Cần bán căn hộ chung cư Đô Thị Việt Hưng	70	0	1.82	0110	2	1		-1	21.06651	105.89193	Đức Giang, Phường Đức Giang, Quận Long Biên, Hà Nội	Long Biên	Hà Nội
Bán nhà mặt đường phố Tôn Đức Thắng Hà Nội	128	4	60.0	0000	1	0		-1	21.02174	105.829765	Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
BÁN NHÀ PHỐ NGUYỄN AN NINH GẦN PHỐ VỌNG-PHÂN LÔ-Ô TÔ ĐỖ, DT 56M2 x 2T	56	0	6.0	0000	3	2	Nhà trống	2	20.990618	105.84497	Phố Nguyễn An Ninh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Bán lô đất thổ cư Cự Khối Long Biên,oto vào 46 triệu	48	0	1.85	0000	0	0		2	21.009321	105.909874	Tổ 2, Phường Cự Khối, Quận Long Biên, Hà Nội	Long Biên	Hà Nội
Nhỉnh 7 Tỷ có ngay nhà  Phân lô, Ô tô 7 chỗ, trung tâm Văn Quán	40	0	7.5	0000	4	0		2	20.981169	105.794586	Đường Chiến Thắng, Phường Văn Quán, Quận Hà Đông, Hà Nội	Hà Đông	Hà Nội
Bán nhà Phố Vĩnh Hưng - Lĩnh Nam	24	0	1.55	0000	2	2	Nội thất đầy đủ	-1	20.9902	105.880615	Ngõ 200 Vĩnh Hưng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
BÁN NHÀ MỸ ĐÌNH 50mx6T NHÀ ĐẸP GẦN Ô TÔ TIỆN ÍCH XUNG QUANH ĐẦY ĐỦ	50	5	9.85	0000	5	0	Nội thất cao cấp	2	21.022161	105.7718	Hàm Nghi, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Có 1 0 2! Phố VIP Thái Hà, 100m ra phố, ngõ rộng 3m-kinh doanh tốt, 32	30	0	4.8	0000	3	3		2	21.014538	105.819435	Phố Hoàng Cầu, Phường Trung Liệt, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
Bán nhà dt 40m2 đẹp phân lô đường rộng ô tô tại ngõ 319 Tam Trinh	40	0	7.35	0000	4	3		2	20.988089	105.86335	Đường Tam Trinh, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
bán nhà phố phan đình giót	52	0	4.2	1100	3	3		2	20.96647	105.76545	phan, Phường La Khê, Quận Hà Đông, Hà Nội	Hà Đông	Hà Nội
Bán nha Đội cấn Ba đình vung lõi thủ đô cực tiện 45m;5tầng;7pn;5,55 tỷ	45	0	5.55	1100	7	0		2	21.034567	105.82924	Phố Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội	Ba Đình	Hà Nội
BÁN CĂN HỘ PHỐ QUÁN THÁNH, LÔ GÓC, 120M2 2PN 2WC, GIÁ 2.83 TỶ	120	0	2.83	0000	2	0	Nội thất cao cấp	2	21.041739	105.844215	Quán Thánh, Phường Quán Thánh, Quận Ba Đình, Hà Nội	Ba Đình	Hà Nội
Bán nhà Q.t,xuân dt 30m ,sổ đỏ chính chủ	30	0	2.5	1100	3	2		2	20.988735	105.818756	Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Chính chủ tôi bán đất CỔ LINH  ô ô tránh nhau 150m2 mặt tiền 12m SĐCC	150	12	10.98	0000	0	0		2	21.018677	105.88481	Cổ Linh, Phường Long Biên, Quận Long Biên, Hà Nội	Long Biên	Hà Nội
[4,x TỶ - HIẾM] HÀO NAM – LÔ GÓC – KINH DOANH – FULL NỘI THẤT	32	0	4.3	0000	3	4		2	21.023176	105.82679	Phố Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
NHÀ 4,5 TẦNG VÂN CANH NGÕ THÔNG - NHÀ THOÁNG	37	0	3.3	0000	4	3	Nhà trống	2	21.035702	105.73155	Đường Vân Canh, Xã Vân Canh, Huyện Hoài Đức, Hà Nội	Hoài Đức	Hà Nội
Nhỉnh 2 tỷ có căn hộ KĐT Đại Kim Hoàng Mai. 64m, 2PN, 2WC	64	0	2.18	0000	2	2		2	20.973969	105.82169	Đinh Công Thái, Phường Đại Kim, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
TRUNG TÂM Q.THANH XUÂN - LÔ GÓC 2 THOÁNG - CÁCH OTO 5M - LÔ GÓC 3 THOÁ	34	0	5.25	0000	4	4		2	21.0281	105.81243	Nguyễn Văn Trỗi, Phường Khương Mai, Quận Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
2 ngủ 48m tòa HH3C Linh Đàm	48	0	1.25	0000	2	0		-1	20.959877	105.83326	Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
giảm 1 tỷ MP Tố Hữu 5 tầng 1 Hầm KD thang máy. 11.x tỷ	360	0	11.3	0000	4	0		-1	20.978687	105.7718	Tố Hữu, Phường Vạn Phúc, Quận Hà Đông, Hà Nội	Hà Đông	Hà Nội
Bán nhà Trâu Quỳ, Gia Lâm, cửa ngõ Vinhome, 40m2, 3 tầng, 3.5 tỷ.	40	0	3.5	0000	3	2	Nội thất đầy đủ	2	21.002617	105.93869	Đường An Đào, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
BÁN NHÀ ĐỊNH CÔNG, GẦN HỒ, ÔTÔ ĐỖ CỔNG NHÀ ĐẸP Ở NGAY 42MX5T CHÀO 3TỶ9	42	3	3.9	0000	3	0	Nội thất đầy đủ	2	20.984116	105.83802	Phố Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
